1.23750595,2.769516729
1.523084246,2.602230483
1.713469776,2.434944238
1.903855307,2.379182156
1.999048072,2.211895911
2.284626368,2.044609665
2.284626368,2.044609665
2.379819134,1.87732342
2.475011899,1.87732342
2.570204664,1.765799257
2.66539743,1.710037175
2.760590195,1.598513011
2.950975726,1.486988848
2.950975726,1.431226766
3.046168491,1.375464684
3.141361257,1.26394052
3.236554022,1.152416357
3.426939553,1.040892193
3.522132318,0.985130112
3.522132318,0.92936803
3.617325083,0.817843866
3.712517849,0.706319703
3.807710614,0.650557621
3.902903379,0.594795539
3.998096145,0.483271375
3.998096145,0.483271375
3.998096145,0.427509294
3.998096145,0.427509294
4.09328891,0.31598513
4.09328891,0.31598513
4.09328891,0.204460967
4.188481675,0.148698885
4.283674441,0.092936803
4.283674441,0.037174721
4.378867206,-0.074349442
4.474059971,-0.130111524
4.474059971,-0.185873606
4.569252737,-0.241635688
4.664445502,-0.29739777
4.664445502,-0.353159851
4.759638267,-0.408921933
4.759638267,-0.464684015
4.854831033,-0.464684015
4.950023798,-0.63197026
5.045216564,-0.743494424
5.045216564,-0.799256506
5.045216564,-0.855018587
5.140409329,-0.910780669
5.140409329,-0.910780669
5.235602094,-1.078066914
5.235602094,-1.078066914
5.235602094,-1.078066914
5.235602094,-1.022304833
5.425987625,-1.189591078
5.425987625,-1.24535316
5.425987625,-1.301115242
5.52118039,-1.412639405
5.52118039,-1.412639405
5.616373156,-1.524163569
5.616373156,-1.524163569
5.711565921,-1.579925651
5.711565921,-1.635687732
5.711565921,-1.747211896
5.806758686,-1.802973978
5.806758686,-1.802973978
5.806758686,-1.914498141
5.901951452,-1.970260223
5.997144217,-2.026022305
5.997144217,-2.081784387
5.997144217,-2.081784387
6.092336982,-2.137546468
6.187529748,-2.304832714
6.187529748,-2.304832714
6.282722513,-2.472118959
6.282722513,-2.472118959
6.377915278,-2.583643123
6.473108044,-2.750929368
6.568300809,-2.750929368
6.568300809,-2.80669145
6.663493574,-2.80669145
6.75868634,-2.918215613
6.75868634,-2.973977695
6.853879105,-3.029739777
6.853879105,-3.085501859
7.044264636,-3.197026022
7.139457401,-3.252788104
7.234650167,-3.308550186
7.329842932,-3.420074349
7.425035697,-3.475836431
7.520228463,-3.587360595
7.615421228,-3.643122677
7.710613993,-3.698884758
7.805806759,-3.75464684
7.805806759,-3.810408922
7.900999524,-3.866171004
7.996192289,-3.921933086
8.18657782,-4.033457249
8.281770585,-4.089219331
8.281770585,-4.089219331
8.376963351,-4.200743494
8.567348881,-4.256505576
8.662541647,-4.312267658
8.852927178,-4.36802974
9.043312708,-4.423791822
9.138505474,-4.479553903
9.233698239,-4.535315985
9.42408377,-4.591078067
9.519276535,-4.591078067
9.804854831,-4.646840149
9.900047596,-4.646840149
10.09043313,-4.70260223
10.28081866,-4.758364312
10.37601142,-4.758364312
10.56639695,-4.758364312
10.66158972,-4.814126394
10.75678248,-4.814126394
10.94716802,-4.814126394
11.13755355,-4.814126394
11.23274631,-4.869888476
11.42313184,-4.869888476
11.61351737,-4.869888476
11.89909567,-4.869888476
12.18467396,-4.869888476
12.18467396,-4.869888476
12.27986673,-4.869888476
12.3750595,-4.869888476
12.47025226,-4.814126394
12.56544503,-4.814126394
12.66063779,-4.758364312
12.66063779,-4.758364312
12.75583056,-4.758364312
12.85102332,-4.70260223
12.85102332,-4.70260223
12.94621609,-4.646840149
13.04140885,-4.646840149
13.04140885,-4.646840149
13.23179438,-4.535315985
13.23179438,-4.479553903
13.32698715,-4.423791822
13.32698715,-4.423791822
13.51737268,-4.312267658
13.61256545,-4.256505576
13.70775821,-4.200743494
13.70775821,-4.200743494
13.80295098,-4.144981413
13.99333651,-4.089219331
13.99333651,-4.089219331
14.18372204,-3.921933086
14.18372204,-3.921933086
14.37410757,-3.866171004
14.46930033,-3.810408922
14.5644931,-3.75464684
14.5644931,-3.75464684
14.65968586,-3.698884758
14.85007139,-3.643122677
14.85007139,-3.587360595
14.94526416,-3.531598513
15.04045693,-3.420074349
15.04045693,-3.420074349
15.04045693,-3.364312268
15.13564969,-3.308550186
15.13564969,-3.308550186
15.13564969,-3.308550186
15.23084246,-3.308550186
15.23084246,-3.252788104
15.23084246,-3.252788104
15.32603522,-3.197026022
15.42122799,-3.141263941
15.42122799,-3.141263941
15.51642075,-3.085501859
15.70680628,-3.029739777
15.70680628,-2.973977695
15.70680628,-2.973977695
15.80199905,-2.862453532
15.89719181,-2.80669145
15.99238458,-2.80669145
16.08757734,-2.750929368
16.18277011,-2.583643123
16.18277011,-2.527881041
16.27796287,-2.472118959
16.37315564,-2.416356877
16.46834841,-2.360594796
16.46834841,-2.304832714
16.56354117,-2.249070632
16.65873394,-2.137546468
16.7539267,-2.081784387
16.7539267,-2.026022305
16.84911947,-1.858736059
16.94431223,-1.858736059
17.039505,-1.802973978
17.039505,-1.802973978
17.13469776,-1.747211896
17.22989053,-1.691449814
17.22989053,-1.691449814
17.22989053,-1.579925651
17.32508329,-1.579925651
17.32508329,-1.579925651
17.61066159,-1.468401487
17.61066159,-1.412639405
17.70585436,-1.301115242
17.80104712,-1.24535316
17.89623989,-1.24535316
17.99143265,-1.133828996
18.08662542,-1.078066914
18.18181818,-1.022304833
